id,title,price,img_src,provider,link,feature,color
122,레깅스와이존 키작녀 바지 Y존 여자 운동 보정 필라테스 간절기 쫄바지 레깅스 코디 운동복,9110,https://shopping-phinf.pstatic.net/main_8244191/82441911180.jpg,다질러,https://smartstore.naver.com/8989mall/products/4897387624?NaPm=ct%3Dkb3lz8gg%7Cci%3Deddc05b0c3741bc2085994111af4e01b0213c2b2%7Ctr%3Dslsl%7Csn%3D898720%7Chk%3D4971eec6d2d8dd10f2b9b6553dbd583f487156ff,yzone,gray
123,실내복 편한 레깅스 여자 속바지 5부 와이존방지,5820,https://shopping-phinf.pstatic.net/main_2148193/21481931325.20191209165235.jpg,여러 제공자,https://search.shopping.naver.com/detail/lite.nhn?nvMid=21481931325&query=%25EC%2599%2580%25EC%259D%25B4%25EC%25A1%25B4%2520%25EB%25A0%2588%25EA%25B9%2585%25EC%258A%25A4&NaPm=ct%3Dkb3m3o6g%7Cci%3D578d25ed50b1efe4a4d0ead77475d0801e99394b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dc5a5d2de741ae08eaf04a717092f23fade3c2685,yzone,gray
124,요가복 Y존 이하늬 와이존 연예인 신세경 Y존 흰색 단색 레깅스 회색 임산부 스타킹,8200,https://shopping-phinf.pstatic.net/main_8226358/82263582298.jpg,다질러,https://smartstore.naver.com/8989mall/products/4719061215?NaPm=ct%3Dkb3m3uco%7Cci%3Dcda0d71789d7221cd61aeafcc1b11a48a4f8bd26%7Ctr%3Dslsl%7Csn%3D898720%7Chk%3Dc8b1ba024d0d700bf451189d593a8fcf4862c2a5,yzone,gray
