id,title,price,img_src,provider,link,feature,color
21,여성 스포츠 레깅스 우먼스 빅사이즈 스판 신축성 요가 필라테스 헬스 트레이너 하이웨이스트,44460,https://shopping-phinf.pstatic.net/main_8247165/82471653010.jpg,뉴토탈샵,https://smartstore.naver.com/newtotalshop/products/4927129096?NaPm=ct%3Dkb3nan8w%7Cci%3D26d9c7d00322a89eb71c434a9abdffac7a92fd17%7Ctr%3Dslsl%7Csn%3D1023387%7Chk%3D32e8574f104422bc926e3cd8b94626d1de740555,bigsize,yellow
22,봄 스타일리쉬 요가 트레이닝 운동 레깅스 빅사이즈 7color YG421002,13900,https://shopping-phinf.pstatic.net/main_8244610/82446109397.jpg,직구앤 싸다구,https://smartstore.naver.com/jssadagu/products/4901585822?NaPm=ct%3Dkb3nb0d4%7Cci%3Dc0634db19902cb9332a93c27a2f719d59565328f%7Ctr%3Dslsl%7Csn%3D1093270%7Chk%3D120146d81bf7c1db2fbae035ca1d63f72fcb601f,bigsize,yellow
23,바지 럭셔리 여성 7부 레이어드 쫄바지 레깅스팬츠Q46 심플 레깅스 팬츠 빅사이즈 슬림,20030,https://shopping-phinf.pstatic.net/main_2197236/21972363155.jpg,11번가,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=2506171074&NaPm=ct=kb3nbe94|ci=d21c02ca4c4262b71a312feb1404e6b178cee1a2|tr=slsl|sn=17703|hk=426edd68133597d2d1d470b285247c06ab947c2a&utm_term=&utm_campaign=%B3%D7%C0%CC%B9%F6pc_%B0%A1%B0%DD%BA%F1%B1%B3%B1%E2%BA%BB&utm_source=%B3%D7%C0%CC%B9%F6_PC_PCS&utm_medium=%B0%A1%B0%DD%BA%F1%B1%B3,bigsize,yellow
